,STATION,LINENAME,DATE,ENTRIES
1731,NEW UTRECHT AV,ND,2016-01-06,5792
1732,NEW UTRECHT AV,ND,2016-01-07,5783
1733,NEW UTRECHT AV,ND,2016-01-08,5579
1734,28 ST,NR,2016-01-02,6889
1735,28 ST,NR,2016-01-03,4988
1736,28 ST,NR,2016-01-04,12509
1737,28 ST,NR,2016-01-05,12041
1738,28 ST,NR,2016-01-06,12713
1739,28 ST,NR,2016-01-07,12929
1740,28 ST,NR,2016-01-08,12021
1741,SMITH-9 ST,FG,2016-01-02,3012
1742,SMITH-9 ST,FG,2016-01-03,2218
1743,SMITH-9 ST,FG,2016-01-04,4880
1744,SMITH-9 ST,FG,2016-01-05,4793
1745,SMITH-9 ST,FG,2016-01-06,5125
1746,SMITH-9 ST,FG,2016-01-07,5130
1747,SMITH-9 ST,FG,2016-01-08,5023
1748,FOREST HILLS 71,EFMR,2016-01-02,14820
1749,FOREST HILLS 71,EFMR,2016-01-03,11520
1750,FOREST HILLS 71,EFMR,2016-01-04,27901
1751,FOREST HILLS 71,EFMR,2016-01-05,27406
1752,FOREST HILLS 71,EFMR,2016-01-06,28880
1753,FOREST HILLS 71,EFMR,2016-01-07,28973
1754,FOREST HILLS 71,EFMR,2016-01-08,26638
1755,81 ST-MUSEUM,BC,2016-01-02,12483
1756,81 ST-MUSEUM,BC,2016-01-03,8950
1757,81 ST-MUSEUM,BC,2016-01-04,13734
1758,81 ST-MUSEUM,BC,2016-01-05,13040
1759,81 ST-MUSEUM,BC,2016-01-06,12994
1760,81 ST-MUSEUM,BC,2016-01-07,12689
1761,81 ST-MUSEUM,BC,2016-01-08,11625
1762,23 ST,CE,2016-01-02,12040
1763,23 ST,CE,2016-01-03,9372
1764,23 ST,CE,2016-01-04,22466
1765,23 ST,CE,2016-01-05,23349
1766,23 ST,CE,2016-01-06,24704
1767,23 ST,CE,2016-01-07,25587
1768,23 ST,CE,2016-01-08,23528
1769,PARKCHESTER,6,2016-01-02,9157
1770,PARKCHESTER,6,2016-01-03,7208
1771,PARKCHESTER,6,2016-01-04,16205
1772,PARKCHESTER,6,2016-01-05,16030
1773,PARKCHESTER,6,2016-01-06,17066
1774,PARKCHESTER,6,2016-01-07,16922
1775,PARKCHESTER,6,2016-01-08,16349
1776,EXCHANGE PLACE,1,2016-01-02,3779
1777,EXCHANGE PLACE,1,2016-01-03,2519
1778,EXCHANGE PLACE,1,2016-01-04,16182
1779,EXCHANGE PLACE,1,2016-01-05,15930
1780,EXCHANGE PLACE,1,2016-01-06,16526
1781,EXCHANGE PLACE,1,2016-01-07,16668
1782,EXCHANGE PLACE,1,2016-01-08,15613
1783,14 ST,FLM123,2016-01-02,9389
1784,14 ST,FLM123,2016-01-03,7515
1785,14 ST,FLM123,2016-01-04,18396
1786,14 ST,FLM123,2016-01-05,18504
1787,14 ST,FLM123,2016-01-06,19026
1788,14 ST,FLM123,2016-01-07,19166
1789,14 ST,FLM123,2016-01-08,18519
1790,NECK RD,BQ,2016-01-02,1833
1791,NECK RD,BQ,2016-01-03,1549
1792,NECK RD,BQ,2016-01-04,4189
1793,NECK RD,BQ,2016-01-05,4256
1794,NECK RD,BQ,2016-01-06,4214
1795,NECK RD,BQ,2016-01-07,4389
1796,NECK RD,BQ,2016-01-08,4171
1797,BEACH 90 ST,AS,2016-01-02,360
1798,BEACH 90 ST,AS,2016-01-03,253
1799,BEACH 90 ST,AS,2016-01-04,782
1800,BEACH 90 ST,AS,2016-01-05,810
1801,BEACH 90 ST,AS,2016-01-06,862
1802,BEACH 90 ST,AS,2016-01-07,849
1803,BEACH 90 ST,AS,2016-01-08,808
1804,67 AV,MR,2016-01-02,3961
1805,67 AV,MR,2016-01-03,3357
1806,67 AV,MR,2016-01-04,9837
1807,67 AV,MR,2016-01-05,9796
1808,67 AV,MR,2016-01-06,10144
1809,67 AV,MR,2016-01-07,10159
1810,67 AV,MR,2016-01-08,9648
1811,233 ST,25,2016-01-02,3265
1812,233 ST,25,2016-01-03,2497
1813,233 ST,25,2016-01-04,5541
1814,233 ST,25,2016-01-05,5512
1815,233 ST,25,2016-01-06,5623
1816,233 ST,25,2016-01-07,5646
1817,233 ST,25,2016-01-08,5481
1818,103 ST,1,2016-01-02,9194
1819,103 ST,1,2016-01-03,7773
1820,103 ST,1,2016-01-04,12581
1821,103 ST,1,2016-01-05,12942
1822,103 ST,1,2016-01-06,13368
1823,103 ST,1,2016-01-07,13343
1824,103 ST,1,2016-01-08,12048
1825,SUTTER AV,L,2016-01-02,2515
1826,SUTTER AV,L,2016-01-03,2192
1827,SUTTER AV,L,2016-01-04,4728
1828,SUTTER AV,L,2016-01-05,4552
1829,SUTTER AV,L,2016-01-06,4958
1830,SUTTER AV,L,2016-01-07,4867
1831,SUTTER AV,L,2016-01-08,4678
1832,GRANT AV,A,2016-01-02,0
1833,GRANT AV,A,2016-01-03,2
1834,GRANT AV,A,2016-01-04,7603
1835,GRANT AV,A,2016-01-05,7819
1836,GRANT AV,A,2016-01-06,8173
1837,GRANT AV,A,2016-01-07,8341
1838,GRANT AV,A,2016-01-08,8295
1839,NEWARK HW BMEBE,1,2016-01-02,1266
1840,NEWARK HW BMEBE,1,2016-01-03,827
1841,NEWARK HW BMEBE,1,2016-01-04,4956
1842,NEWARK HW BMEBE,1,2016-01-05,4981
1843,NEWARK HW BMEBE,1,2016-01-06,5634
1844,NEWARK HW BMEBE,1,2016-01-07,5168
1845,NEWARK HW BMEBE,1,2016-01-08,4896
1846,238 ST,1,2016-01-02,2413
1847,238 ST,1,2016-01-03,1913
1848,238 ST,1,2016-01-04,3907
1849,238 ST,1,2016-01-05,3955
1850,238 ST,1,2016-01-06,4142
1851,238 ST,1,2016-01-07,4322
1852,238 ST,1,2016-01-08,3992
1853,TWENTY THIRD ST,1,2016-01-02,2983
1854,TWENTY THIRD ST,1,2016-01-03,2105
